Drug:0 CCC[N+]#[C-]
Drug:3424 CC[C@H](C)[C@H](NC(=O)[C@H](CCC(N)=O)NC(=O)[C@H](C)NC(=O)[C@H](CCC(N)=O)NC(=O)[C@H](CCC(O)=O)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](C)NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@H](CCCCN)NC(=O)[C@H](CCC(N)=O)NC(=O)[C@H](CCC(O)=O)NC(=O)[C@H](CC1=CNC2=CC=CC=C12)NC(=O)[C@H](CCC(O)=O)NC(=O)[C@H](CCC(N)=O)NC(=O)[C@H](CC1=CNC2=CC=CC=C12)NC(C)=O)[C@@H](C)CC)[C@@H](C)O)C(=O)N[C@@H](CCC(N)=O)C(=O)N[C@@H](CCC(N)=O)C(=O)N[C@@H](CCC(O)=O)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CC(N)=O)C(=O)N[C@@H](CCC(O)=O)C(=O)N[C@@H](CC1=CC=C(O)C=C1)C(=O)N[C@@H](CCC(O)=O)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CCC(N)=O)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CC(O)=O)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CC1=CNC2=CC=CC=C12)C(=O)N[C@@H](C)C(=O)N[C@@H](CO)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CC1=CNC2=CC=CC=C12)C(=O)N[C@@H](CCC(O)=O)C(=O)N[C@@H](CC1=CNC2=CC=CC=C12)C(=O)N[C@@H](CC1=CC=CC=C1)C(N)=O
Drug:3425 COC1=CC2=NNN=C2C=C1C(=O)NCC1CCCN1CC=C
Drug:3426 CC(=O)[C@H]1CC[C@H]2[C@@H]3CC=C4C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@]12C
Drug:3427 COC1=CC=C(CN([C@@H](C)C2=NC(=CN2)C2=CC=CC=C2)C(=O)[C@@H](N)CC2=C(C)C=C(C=C2C)C(N)=O)C=C1C(O)=O
Drug:3428 C1=NC(=C2C(=N1)N(C=N2)[C@H]3[C@@H]([C@@H]([C@H](O3)CO)O)O)N
Drug:3429 CCCCN1C(CC2=C(OC)C=CC(OC)=C2)=NC2=C(N)N=C(F)N=C12
Drug:3430 C[C@H](NC1=NC=CC(=N1)C1=C(N=C(C2CCNCC2)N1C)C1=CC(=CC=C1)C(F)(F)F)C1=CC=CC=C1
Drug:3431 [H][C@]12OCC[C@@]1([H])[C@H](CO2)OC(=O)N[C@@H](CC1=CC=C(OCC2=CSC(C)=N2)C=C1)[C@H](O)CN(CC(C)C)S(=O)(=O)C1=CC2=C(OCO2)C=C1
Drug:3432 CCCCCCCCCO[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O
Drug:3433 CC[C@@H](C)O
Drug:3434 CC(=O)N[C@H](CC1=CC=CC2=C1C=CC=C2)[B-](O)(O)OC[C@H](N)C(O)=O
Drug:3435 COc1ccc(NCCNC(=O)[C@H](CC2CCCCC2)Nc2nc3ccccc3o2)cc1
Drug:3436 [H][C@](CCC(O)=O)(NS(=O)(=O)C1=CC2=C(C=C1)C=C(OCC1=C(F)C=C(C=C1)C#N)C=C2)C(O)=O
Drug:3437 N[C@@H](CC1=CC=C(OP(O)(O)=O)C=C1)C(O)=O
Drug:3438 OC(=O)C1=C(C=CC1)C(=O)NC1=C(F)C(F)=C(C(F)=C1F)C1=CC(OC(F)(F)F)=CC=C1
Drug:3439 [H]N([H])C1=NC(=O)C2=C(N([H])C[C@H](CN([H])C3=CC=C(C=C3)C(=O)N([H])[C@@H](CCC(=O)N([H])[C@@H](CCC(=O)N([H])[C@@H](CCC(O)=O)C(O)=O)C(O)=O)C(O)=O)N2C=O)N1[H]
Drug:3440 CN1C(NC2=CC=C(C=C2)C(F)(F)F)=NC2=CC(OC3=CC=NC(=C3)C3=NC=C(N3)C(F)(F)F)=CC=C12
Drug:3441 COC1=C(NC2=NC3=C(C=CN3)C(NC3=CC=CC(F)=C3C(N)=O)=N2)C=CC(CS(C)(=O)=O)=C1
Drug:3442 OC(=O)CC(O)(CC(O)=O)C(O)=O.CCN(CC)CC1=CC=C(OCC[C@H]2CC[C@H]3[C@@H]4[C@H](C)CC5=C(C=CC(O)=C5)[C@H]4CC[C@]23C)C(OC)=C1
Drug:3443 [H][C@@]12CC[C@@](O)(C#C)[C@@]1(C)CC[C@]1([H])C3=C(CC[C@@]21[H])C=C(OC)C=C3
Drug:3444 CCN(CC)C(=O)NC1=CC=C(OCC(O)CNC(C)(C)C)C(=C1)C(C)=O
Drug:3445 CCc1c2Cn3c(cc4c(COC(=O)[C@]4(O)CC)c3=O)-c2nc2ccc(OC(=O)N3CCC(CC3)N3CCCCC3)cc12
Drug:3446 FC1=C(Cl)C=C(NC2=NC=NC3=CC(OCCCN4CCOCC4)=C(NC(=O)C=C)C=C23)C=C1
Drug:3447 C1=CC=C(C=C1)COC=O
Drug:3448 OC1=C(Br)C=C(\C=C\C2=CC=CC=C2)C=C1Br
Drug:3449 CN(C)CCCOC1=CC(=O)SC2=CC=CC=C12
Drug:3450 [H][C@]12SCC(CSC3=NN=NN3CC(O)=O)=C(N1C(=O)[C@H]2NC(=O)CC1=CC=CC=C1CN)C(O)=O
Drug:3451 CC1=CC(OCC(O)CNC(C)(C)C)=C(Cl)C=C1
Drug:3452 CC[C@H](CO)NC(=O)CC1=C(C)N(C(=O)C2=CC=C(Cl)C=C2)C2=CC=C(OC)C=C12
Drug:3453 [H][C@]1(CC2=NC(N)=CC(C)=C2)CNC[C@]1([H])NCCNCC1=CC(Cl)=CC=C1
Drug:3454 C[C@H]1CN(C[C@@H](C)O1)c1ccc(NC(=O)c2cccc(c2C)-c2ccc(OC(F)(F)F)cc2)cn1
Drug:3455 C([C@@H]1[C@H]([C@@H]([C@H]([C@H](O1)OP(=O)(O)O)O)O)O)O
Drug:3456 CS(=O)(=O)NC1=CC(NC2=NC(NC3=C(Cl)C=CC4=C3OCO4)=CC=N2)=CC=C1
Drug:3457 NC1=CC=CC2=C1CN(C1CCC(=O)NC1=O)C2=O
Drug:3458 [H]N([C@@H](CCCCC(=O)N([H])[C@@H]1C(=O)N2[C@@H](C([O-])=O)C(C)(C)S[C@]12[H])C([O-])=O)C(=O)C[N+]([H])([H])[H]
Drug:3459 CC1=CC(=CC(C)=C1O)\N=N\C1=CC=CC=C1C(O)=O
Drug:3460 CC1=NC=C(COP(O)(O)=O)C(CN[C@H](CCC(O)=O)C(O)=O)=C1O
Drug:3461 NC1=NC2=C(N3[C@@H](COC3=O)CN2)C(=O)N1
Drug:3462 OC1=C(Br)C=C(C=C1)C1(OC(=O)C2=C3C(C=CC=C13)=C(Cl)C=C2)C1=CC(Br)=C(O)C=C1
Drug:3463 [H][C@]1(N(CCC2=CC(O)=C(OC)C=C12)S(=O)(=O)C1=CC=C(OC)C=C1)C(=O)NO
Drug:3464 [H]\C(=C(\[H])C1=NCCCN1C)C1=CC=CS1
Drug:3465 C1=CC(=C(C=C1C2=CC(=O)C3=C(O2)C=C(C=C3)O)O)O
Drug:3466 NCCCC1=CC=CC=C1
Drug:3467 ClC1=CC(=CC=C1)C1=CNN=C1C1=CNC(=C1)C(=O)NCC1=CC=CC=C1
Drug:3468 CCCCCN(C)CCC(O)(P(O)(O)=O)P(O)(O)=O
Drug:3469 CCOC(=O)C1=C(C)N(N=C1C)C1=C(Cl)C=CC=C1
Drug:3470 NC1=NC=NC2=C1N=CN2[C@@H]1O[C@H](COP(O)(=O)OS(O)(=O)=O)[C@@H](OP(O)(O)=O)[C@H]1O
Drug:3471 CC1=CNC(\C=C2/C(=O)NC3=CC=CC=C23)=C1CCC(O)=O
Drug:3472 CONC(=O)NC1=CC=C(C=C1)C1=C(CN(C)CC2=CC=CC=C2)C2=C(S1)N(CC1=C(F)C=CC=C1F)C(=O)N(C2=O)C1=CC=CC=C1
Drug:3473 [H][C@]1(O)[C@]([H])(OP(O)(O)=O)[C@@]([H])(OP(O)(O)=O)[C@@]([H])(OP(O)(O)=O)[C@]([H])(OP(O)(O)=O)[C@@]1([H])OP(O)(O)=O
Drug:3474 ClC1=CC(Cl)=C(COC(CN2C=CN=C2)C2=C(Cl)C=C(Cl)C=C2)C=C1
Drug:3475 CC1=NC=C2CN=C(C3=CC=CC=C3F)C3=C(C=CC(Cl)=C3)N12
Drug:3476 COC1=CC=C(C=C1N1CC(=O)NS1(=O)=O)C1=CC=CC=C1
Drug:3477 OC(=O)C[C@@H](NC(=O)c1cc(cs1)-c1ccc(cc1)-c1ccncc1)c1ccccc1
Drug:3478 CN1C2=C(C=CC=C2O)C(=O)C3=C1C(=C(C(=C3O)OC)OC)OC
Drug:3479 [H][C@](C)(O[P@]([H])(C)=O)C(C)(C)C
Drug:3480 OC(=O)C(\NC(=O)C1=CC=CC=C1)=C\C1=CC=C(OC2=CC=CC=C2Br)C=C1
Drug:3481 C[C@@]12OO[C@@](CCC(O)=O)(C3=C1C=CC=C3)C1=C2C=CC=C1
Drug:3482 CCO[C@@H]1CC2=CC(=CC=C2[C@H]1N1CCN(C[C@@H]1C)C1(C)CCN(CC1)C(=O)C1=C(C)N=CN=C1C)C(F)(F)F
Drug:3483 Cc1c(OCC(F)(F)F)ccnc1CS(=O)c1nc2ccccc2[nH]1
Drug:3484 OC(=O)C1=CC=C(O1)C1=CC=C(C=C1Cl)[N+]([O-])=O
Drug:3485 Oc1ccc(cc1)[C@@H]1Oc2ccc(O)cc2[C@@H]2CC(F)(F)C[C@H]12
Drug:3486 CCC1=C(C(N)=NC(N)=N1)C1=CC=C2OC(C)(C)C(=O)N(CCCOC)C2=C1
Drug:3487 CC1=CC=CC(=N1)C1=NC(NC2=CC=NC=C2)=C2C=CC=CC2=N1
Drug:3488 CC1(C)CCC(C)(C)C2=C1C=CC(=C2)[C@@H](O)C1=CC2=C(C=C1)C=C(C=C2)C(O)=O
Drug:3489 NCCN.CN1C2=C(NC=N2)C(=O)N(C)C1=O.CN1C2=C(NC=N2)C(=O)N(C)C1=O
Drug:3490 CNC(=O)C1=CC=CN=C1
Drug:3491 [H]\C1=C([H])/[C@]([H])(CC2=CC=C(O)C=C2)N=C(O)[C@@]([H])(CC2=CC=CC=C2)NC(=O)C(=O)[C@]([H])(CCCNC(N)=N)N=C(O)[C@]2([H])CCCN2C(=O)[C@]([H])(CN=C1O)N=CO
Drug:3492 CC(C)[C@H](NC(=O)N(C)Cc1csc(n1)C(C)C)C(=O)N[C@H](C[C@H](O)[C@H](Cc1ccccc1)NC(=O)OCc1cncs1)Cc1ccccc1
Drug:3493 NC(=O)C1=CN=C2C=CN(C2=C1)S(=O)(=O)C1=CC=CC=C1[N+]([O-])=O
Drug:3494 CN(CCCNCC1=CC2=C(C=C1)OCO2)C3=NC(=NS3)N4C=CN=C4
Drug:3495 [H][C@@](O)(CO)[C@@]([H])(O)[C@]([H])(O)[C@@]([H])(O)C=O
Drug:3496 CC(C)C[C@H](NP(O)(=O)O[C@@H]1O[C@@H](C)[C@H](O)[C@@H](O)[C@H]1O)C(=O)N[C@@H](CC1=CNC2=CC=CC=C12)C(O)=O
Drug:3497 COC1=CC2=C(C=CN=C2C=C1)[C@H]([C@@H]3C[C@@H]4CCN3C[C@@H]4C=C)O
Drug:3498 CCCCCCCCCCCC(=O)SCCNC(=O)CCNC(=O)[C@@H](C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)O
Drug:3499 NS(=O)(=O)C1=C(Cl)C=C2NC=NS(=O)(=O)C2=C1
Drug:3500 N#C\C(=C\NC1=CC=C(NC2=CC=CC=C2)C=C1)C1=NNN=N1
Drug:3501 COc1ccc(cc1)C(CN(C)C)C1(O)CCCCC1
Drug:3502 [H][C@@]12CCC[C@]1([H])[C@H](N(C2)C(=O)[C@@H](NC(=O)[C@@H](NC(=O)C1=NC=CN=C1)C1CCCCC1)C(C)(C)C)C(=O)N[C@@H](CCC)C(=O)C(=O)NC1CC1
Drug:3503 OC1=CC=C(C=C1)N1C=CN=C1
Drug:3504 CC1=CN(C(=O)NC1=O)[C@]12C[C@H]1[C@H](CO)[C@@H](O)C2
Drug:3505 NS(=O)(=O)C1=CC2=C(NCNS2(=O)=O)C=C1C(F)(F)F
Drug:3506 [H][C@@]1(O)O[C@]([H])(CO)[C@@]([H])(O[C@]2([H])O[C@]([H])(CO)[C@@]([H])(O[C@]3([H])O[C@]([H])(CO)[C@@]([H])(O)[C@]([H])(O)[C@@]3([H])N=C(C)O)[C@]([H])(O)[C@@]2([H])N=C(C)O)[C@]([H])(O)[C@@]1([H])N=C(C)O
Drug:3507 CN1C2=C(SC(C)=C2)C2=C1C(=O)N(CC1=CC=CC=C1F)N=C2
Drug:3508 CCC(=O)N(C1=CC=CC=C1)C1(CCN(CCC(=O)OC)CC1)C(=O)OC
Drug:3509 [H]N1C=C(C[N+]2([H])C[C@H](O)[C@@H](CO)C2)C2N=CN([H])C(=O)C12
Drug:3510 CC(C)CCO[P@](O)(=O)OP(O)(O)=O
Drug:3511 OC1=CC(=O)NC=C1Cl
Drug:3512 Fc1ccc2C(=O)N(Cc3ccc(Br)cc3F)C(=O)[C@]3(CC(=O)NC3=O)c2c1
Drug:3513 OC(=O)COC1=CC=CC2=CC=CC=C12
Drug:3514 NS(=O)(=O)OC1=CC=C(CN(N2C=NN=C2)C2=CC=C(C=C2)C#N)C=C1Br
Drug:3515 C1[C@H]([C@H]([C@H](O[C@@]1(C(=O)O)OP(=O)(O)OC[C@@H]2[C@H]([C@H]([C@@H](O2)N3C=CC(=NC3=O)N)O)O)[C@@H](CO)O)O)O
Drug:3516 [H][C@]1(COP(O)(=O)OP(O)(O)=O)O[C@@]([H])(N2C=NC3=C(N)N=CN=C23)[C@]([H])(O)[C@]1([H])N
Drug:3517 CC1(C(=O)NC(=O)NC1=O)C1=CC=C(OC2=CC=CC=C2)C=C1
Drug:3518 CCCCCCCNC=O
Drug:3519 NS(=O)(=O)C1=CC(NC2=NC(NC3=C(Cl)C=CC4=C3OCO4)=CC=N2)=CC=C1
Drug:3520 NC(N)=NC1=NC(=CS1)C1=CC=C(CNC2=NC3=C(N2)C=CC=C3)S1
Drug:3521 O[C@@H](C(O)=O)C1=CC=CC=C1
Drug:3522 COCCOC(=O)C1=C(C)NC(C)=C(C1C1=CC=CC(=C1)[N+]([O-])=O)C(=O)OC\C=C\C1=CC=CC=C1
Drug:3523 COC1=CC=C(CC(N)=O)C=C1
Drug:3524 CC(CN(C)C)CN1C2=CC=CC=C2CCC2=CC=CC=C12
Drug:3525 CC1=CC=C(C=C1N)S(=O)(=O)NC(=O)NC1CCCCC1
Drug:3526 [H][C@@]12CC[C@](O)(C(C)=O)[C@@]1(C)C[C@H](O)[C@@]1(F)[C@@]2([H])C[C@H](C)C2=CC(=O)C=C[C@]12C
Drug:3527 C1[C@@H]2[C@H]([C@H]3[C@H](C(O2)O)OC(=O)C4=CC(=C(C(=C4C5=C(C(=C(C=C5C(=O)O3)O)O)O)O)O)O)OC(=O)C6=CC(=C(C(=C6C7=C(C(=C(C=C7C(=O)O1)O)O)O)O)O)O
Drug:3528 [H][C@@]12O[C@H](C)CC(=O)[C@]1(O)O[C@]1([H])[C@@H](NC)[C@@H](O)[C@@H](NC)[C@H](O)[C@@]1([H])O2
Drug:3529 [H][C@@]1(CCCCC(=O)NCCCCCC(O)=O)SC[C@]2([H])NC(=O)N[C@]12[H]
Drug:3530 C=CCCCCN=C=S
Drug:3531 C(CCN)CCN
Drug:3532 [Na+].[Na+].[Na+].[Gd+3].[O-]C(=O)CN(CCN(CC([O-])=O)CC([O-])=O)CC(COP([O-])(=O)OC1CCC(CC1)(C1=CC=CC=C1)C1=CC=CC=C1)N(CC([O-])=O)CC([O-])=O
Drug:3533 COCCOCCOC
Drug:3534 OC(=O)CCCC(=O)NC1=CC=C(\C=C\C2=CC=CC=C2)C=C1
Drug:3535 [H][C@@]12CC[C@](OC(=O)OCC)(C(=O)OCCl)[C@@]1(C)C[C@H](O)[C@@]1([H])[C@@]2([H])CCC2=CC(=O)C=C[C@]12C
Drug:3536 CCOC(=O)NC1=CC2=C(SC3=CC=CC=C3N2C(=O)CCN2CCOCC2)C=C1
Drug:3537 CC[N+](CC)(CC)CCC(O)(C1CCCCC1)C1=CC=CC=C1
Drug:3538 Cc1ccc(Cl)c(OCC(O)CNC(C)(C)C)c1
Drug:3539 CC[Hg]SC1=CC=CC=C1C(O)=O
Drug:3540 [H][C@](C)(O)CNC1=C2C(NC(=C2C2=CC=CC=C2)C2=CC=CC=C2)=NC=N1
Drug:3541 [H][C@@](NC(=O)CC1=CC=CS1)(B(O)O)C1=CC=CC=C1
Drug:3542 C=CCCCCCN=C=S
Drug:3543 CN(C)CC1=CNC2=C1C=CC=C2CCCO
Drug:3544 O[C@H](CC[C@H]1[C@H](O)C[C@H](O)[C@@H]1C\C=C/CCCC(=O)OCCCCO[N+]([O-])=O)CCC1=CC=CC=C1
Drug:3545 [H][C@](CN1C=CN=C1)(OCC1=CC=C(Cl)C=C1)C1=C(Cl)C=C(Cl)C=C1
Drug:3546 [H][C@]1(OC(=C[C@H](O)[C@H]1NC(C)=O)C(O)=O)[C@H](O)[C@H](O)CO
Drug:3547 CCCCCC1=CC=C(C)C=C1O
Drug:3548 CN1CCC[C@H]1COC2=NC3=C(CCN(C3)C4=CC=CC5=C4C(=CC=C5)Cl)C(=N2)N6CCN([C@H](C6)CC#N)C(=O)C(=C)F
Drug:3549 [H][C@@]12CCC3=CC(C(C)C)=C(C=C3[C@@]1(C)CCC[C@@]2(C)C(O)=O)S(O)(=O)=O
Drug:3550 C[C@@H]([C@H](O)C1=CC=CC=C1)N(C)C
Drug:3551 [H][C@@](C)(N[C@@]([H])(CCC1=CC=CC=C1)C(O)=O)C(=O)N1CCC[C@@]1([H])C(O)=O
Drug:3552 NC1=CC=CC(SC2=CC=C(\C=C\C(=O)N3CCOCC3)C(=C2C(F)(F)F)C(F)(F)F)=C1
Drug:3553 CC(C)[C@H]1OC(=O)C2=CCCN2C(=O)C2=COC(=N2)CC(=O)C[C@H](O)\C=C(/C)\C=C\CNC(=O)\C=C\[C@H]1C
Drug:3554 COC1=CC2=NC=C3C(N)=NC4=C(C)C(N)=CC=C4C3=C2C=C1OC
Drug:3555 [H][C@@](O)(CN)[C@@]([H])(O)[C@]1([H])OC(=C[C@]([H])(O)[C@@]1([H])N=C(C)O)C(O)=O
Drug:3556 [H][C@]12SCC(C)=C(N1C(=O)[C@H]2NC(=O)[C@H](N)C1=CC=C(O)C=C1)C(O)=O
Drug:3557 NC1=NC2=C(C(N)=N1)C(SC1=CC=CC=C1)=CC=C2
Drug:3558 OCC(CO)N[C@H]1C[C@](O)(CO)[C@@H](O)[C@H](O)[C@H]1O
Drug:3559 CC(C)(C)NC(=O)[C@@H]1CN(CC2=CC3=C(O2)C=CC=C3)CCN1C[C@@H](O)C[C@@H](CC1=CC=CC=C1)C(=O)N[C@@H]1[C@H](O)CC2=CC=CC=C12
Drug:3560 OCCNC1=CC=C2C(=O)N(C(=O)C3=CC=CC1=C23)C1=CC(Br)=CC=C1
Drug:3561 C1=CC=C2C(=C1)C(=CN2)C[C@@H](C(=O)O)N
Drug:3562 C[C@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@]12C
Drug:3563 COCCCN1CCC(CC1)NC(=O)C1=C2OCCC2=C(N)C(Cl)=C1
Drug:3564 CC1(C)[C@H]2CC[C@]1(C)C(=O)C2
Drug:3565 C1=C2C(=C3C=C(C(=O)C(=C3OC2=C(C(=C1I)O)I)I)I)C4=C(C(=C(C(=C4Cl)Cl)Cl)Cl)C(=O)O
Drug:3566 [H][C@](N)(C1CCCC1)C(=O)N1[C@]([H])(CN)CC[C@]1([H])C#C
Drug:3567 [H][C@]1(CCCN1C(=O)CCC1CCCCC1)C(=O)NCC1=CC=C(C=C1)C(N)=N
Drug:3568 CN1C(CC(O)=O)=CC=C1C(=O)C1=CC=C(C)C=C1
Drug:3569 [H][C@]1(O)CC[C@@]2([H])[C@]3([H])CCC4=C(C=C(O)C(O)=C4)[C@@]3([H])CC[C@]12C
Drug:3570 [H][C@@]1(CCN(CC2=CC3=C(N2)C=NC=C3)C1=O)NS(=O)(=O)C1=CC2=C(S1)C=CC=N2
Drug:3571 CC1=C(SC(=N1)N)C2=NC(=NC=C2)NC3=CC=C(C=C3)N4CCOCC4
Drug:3572 CC(C)(COP(O)(=O)OP(O)(=O)OC[C@H]1O[C@H]([C@H](O)[C@@H]1OP(O)(O)=O)N1C=NC2=C1N=CN=C2N)[C@@H](O)C(=O)NCCC(=O)NCCS
Drug:3573 CCNCCC1=CC=C(CN(CC)C2=C(C=CC(OC)=C2)[C@@H]2CCC3=CC(O)=CC=C3C2)C=C1
Drug:3574 CC(C)=CCOC1=C(Cl)C=CC(NC(=S)C2=C(C)OC=C2)=C1
Drug:3575 COC(=O)[C@H](CC1=CC=CC=C1)NC(=O)[C@H](CC(=O)O)N
Drug:3576 CC[C@H](C)[C@H](NC(=O)[C@H](CC1=CC=CC=C1)NC(=O)[C@H](CCC(O)=O)NC(=O)[C@H](CCCCNC(=O)COCCOCCNC(=O)COCCOCCNC(=O)CC[C@@H](NC(=O)CCCCCCCCCCCCCCCCC(O)=O)C(O)=O)NC(=O)[C@H](C)NC(=O)[C@H](C)NC(=O)[C@H](CCC(N)=O)NC(=O)CNC(=O)[C@H](CCC(O)=O)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CC1=CC=C(O)C=C1)NC(=O)[C@H](CO)NC(=O)[C@H](CO)NC(=O)[C@@H](NC(=O)[C@H](CC(O)=O)NC(=O)[C@H](CO)NC(=O)[C@@H](NC(=O)[C@H](CC1=CC=CC=C1)NC(=O)[C@@H](NC(=O)CNC(=O)[C@H](CCC(O)=O)NC(=O)C(C)(C)NC(=O)[C@@H](N)CC1=CNC=N1)[C@@H](C)O)[C@@H](C)O)C(C)C)C(=O)N[C@@H](C)C(=O)N[C@@H](CC1=CNC2=C1C=CC=C2)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](C(C)C)C(=O)N[C@@H](CCCNC(N)=N)C(=O)NCC(=O)N[C@@H](CCCNC(N)=N)C(=O)NCC(O)=O
Drug:3577 CC(CN(C)C)CN1C2=CC=CC=C2SC2=CC=CC=C12
Drug:3578 [H][C@@](O)(CCCl)C1=CC=CC=C1
Drug:3579 CN(CCO)CC(O)CN1C=NC2=C1C(=O)N(C)C(=O)N2C
Drug:3580 [H][C@]12SC(C)(C)[C@@H](N1C(=O)[C@H]2NC(=O)[C@H](NC(=O)N1CCN(C1=O)S(C)(=O)=O)C1=CC=CC=C1)C(O)=O
Drug:3581 CP([O-])=O
Drug:3582 [H][C@]1(C)O[C@]([H])(O[C@]2([H])[C@@]([H])(CO)O[C@]([H])(O)[C@]([H])(O)[C@@]2([H])O)[C@]([H])(O)[C@@]([H])(O)[C@]1([H])N[C@@]1([H])C=C(CO)[C@@]([H])(O)[C@]([H])(O)[C@@]1([H])O
Drug:3583 C[C@@]1(CCCN1)C1=NC2=CC=CC(C(N)=O)=C2N1
Drug:3584 CCC1=CC=C(NS(=O)(=O)C2=CC=C(F)C=C2)C(C(O)=O)=C1C
Drug:3585 ClC1=CC=C(CN(CC2=CC=C(Cl)C=C2)C2=NNN=N2)C=C1
Drug:3586 OCC([NH3+])(CO)CO.CCCCC[C@@](O)(C)\C=C\[C@H]1[C@@H](O)C[C@H](O)[C@@H]1C\C=C/CCCC(=O)[O-]
Drug:3587 C(=O)(C(=O)O)C(=O)O
Drug:3588 CCCCCCCCC(=O)NCC1=CC(=C(C=C1)O)OC
Drug:3589 [H][C@]1(COP(C)(O)=O)O[C@@]([H])(N2C=NC3=C(N)N=CN=C23)[C@]([H])(O)[C@]1([H])O
Drug:3590 [H]N1C(=O)C=CN([C@@H]2O[C@H](COP(O)(=O)OP(O)(=O)O[C@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@@H]3O)[C@@H](O)[C@H]2O)C1=O
Drug:3591 [H][C@]1(CO)O[C@]([H])(OC)[C@@]([H])(S[C@@]2([H])O[C@]([H])(CO)[C@@]([H])(O)[C@]([H])(O)[C@]2([H])O)[C@@]([H])(O)[C@]1([H])O
Drug:3592 CC1=C(C(=NO1)C1=CC=CC=C1)C1=CC=C(C=C1)S(N)(=O)=O
Drug:3593 CO[C@@H]1[C@H](O[C@@H]([C@@H]([C@H]1OC)OC)O[C@H]2[C@@H]([C@H]([C@@H](O[C@@H]2C(=O)[O-])O[C@@H]3[C@H](O[C@@H]([C@@H]([C@H]3OS(=O)(=O)[O-])OS(=O)(=O)[O-])O[C@H]4[C@@H]([C@H]([C@@H](O[C@H]4C(=O)[O-])O[C@@H]5[C@H](O[C@@H]([C@@H]([C@H]5OS(=O)(=O)[O-])OS(=O)(=O)[O-])OC)COS(=O)(=O)[O-])OC)OC)COS(=O)(=O)[O-])OC)OC)COS(=O)(=O)[O-].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+]
Drug:3594 CCCCNC1=CC(C)=NC2=NC(NC3=CC(Cl)=CC=C3C)=NN12
Drug:3595 CC1=NOC(CCCCCOC2=C(Cl)C=C(C=C2Cl)C2=NCCO2)=C1
Drug:3596 NC1=C2N=CN([C@@H]3O[C@H](CO[P@@](O)(=O)OCCCCC[C@@H]4SC[C@@H]5NC(=O)N[C@H]45)[C@@H](O)[C@H]3O)C2=NC=N1
Drug:3597 ClC1=C(SC=C1N1CC(=O)NS1(=O)=O)C1=CC=CC=C1
Drug:3598 [H][C@](O)(CN)CNC1=C2N=CC=CC2=C(C=C1)[N+]([O-])=O
Drug:3599 [H][C@]1(COP(O)(=O)OP(O)(=O)OC[C@@]2([H])O[C@@]([H])([N+]3=CC=CC(=C3)C([S-])=N)[C@]([H])(O)[C@]2([H])O)O[C@@]([H])(N2C=NC3=C(N)N=CN=C23)[C@]([H])(O)[C@]1([H])O
Drug:3600 C1=CC2=C(C=C1O)OC(=C2)C3=CC(=CC(=C3)O)O
Drug:3601 CC(=O)[O-].CC(=O)[O-].[Zn+2]
Drug:3602 CC(C)(C)C(=O)OC1=CC=C2N(CCCO)C(NC(=O)C3=CC(=CC=C3)[N+]([O-])=O)=NC2=C1
Drug:3603 [H][C@@](C)(O)[C@@]([H])(CCC1=CC=CC2=C1C=CC=C2)N1C=NC(=C1)C(N)=O
Drug:3604 NCC1(CCN(CC1)C1=C2C=CNC2=NC=N1)C1=CC=C(Cl)C=C1
Drug:3605 CC1=CC(=O)N(O)C(=C1)C1CCCCC1
Drug:3606 CCCCCCCCCCCCCCCCCC(=O)OC[C@H](COP(=O)(O)OCC(COP(=O)(O)OC[C@@H](COC(=O)CCCCCCCCCCCCCCCCC)OC(=O)CCCCCCCCCCCCCCCCC)O)OC(=O)CCCCCCCCCCCCCCCCC
Drug:3607 FC1=C(C=C(C=N1)C1CC2CCC1N2)C1=CC=C(C=C1)C#N
Drug:3608 [H][C@]12CCCC3=C1C(=CC=C3)C(=O)N(C2)[C@@H]1CN2CCC1CC2
Drug:3609 OP(O)(=O)C(NC1=CC=C(Cl)C=N1)P(O)(O)=O
Drug:3610 CC1=CN=CN1
Drug:3611 NC1=NC2=CC=CC(OCC3CCN(CC4=CC=CC=C4F)CC3)=C2C(N)=N1
Drug:3612 NC1=CC=NC=C1
Drug:3613 NC(=O)C1=CC(=CC(=C1)C1=CC=C(C=C1)C1=CC=CC=C1)C(O)=O
