Drug:0 CC1=CN=C2N1C=CN=C2NCC1=CC=NC=C1
Drug:2245 [H][C@@](N)(C(O)=O)[C@@]([H])(O)OP(O)(O)=O
Drug:2246 C1CN2C[C@@H](N=C2S1)C1=CC=CC=C1
Drug:2247 [H]N=C(N)C1=CC2=C(C=C1)N1[Zn]N3C(CC1=[NH+]2)=[NH+]C1=C3C=CC(=C1)C(N)=N[H]
Drug:2248 [H][C@@]12CC3=C(C=CC(O)=N3)[C@]3(CC(C)=C1)NCCC[C@]23[H]
Drug:2249 O=N(=O)C1=CC2=NNC=C2C=C1
Drug:2250 CC(C)N(CC[C@H](C1=CC=CC=C1)C1=C(OC(=O)C(C)C)C=CC(CO)=C1)C(C)C
Drug:2251 N(C1=CNC2=NC=CC=C12)C1=CC=CC=C1
Drug:2252 ClC1=CC2=C(C=C1)C(=C1CCNCC1)C1=C(CC2)C=CC=N1
Drug:2253 [H][C@@]12CCCN1C(=O)C1=C(O2)C=C2OCCOC2=C1
Drug:2254 [H][C@](N)(CCC(O)=N[C@@]([H])(CS(O)(=O)=O)C(O)=NCC(O)=O)C(O)=O
Drug:2255 CN1C=CN=C1SC1=CC(C(=O)NC2=NC=CS2)=C(N)C=C1F
Drug:2256 CCOC1=NC2=C(N1CC1=CC=C(C=C1)C1=CC=CC=C1C1=NN=NN1)C(=CC=C2)C(=O)OC(C)OC(=O)OC1CCCCC1
Drug:2257 CN(CCO)C1=NC=NC2=C1C(=C(O2)C1=CC=CC=C1)C1=CC=CC=C1
Drug:2258 CCN1C(=O)C(C)(C)C2=CC3=C(C=C12)C1=C(N3)C2=C(CCC1)C(C)=NN2
Drug:2259 FC1=CC2=C(NC(=C2)C(=O)NCCS)C=C1
Drug:2260 [H][C@](O)(C(=O)O[C@@]1([H])C[C@]2([H])CC[C@]([H])(C1)N2C)C1=CC=CC=C1
Drug:2261 I[Hg]I
Drug:2262 CN(C)C1=C2C=CC(=CC2=CC=C1)S(O)(=O)=O
Drug:2263 CC1=CN([C@H]2C[C@H](O)[C@@H](COP(O)(=O)OP(O)(O)=O)O2)C(=O)NC1=O
Drug:2264 N[C@@H](CN1C=CC(=O)NC1=O)C(O)=O
Drug:2265 [H][C@@]12CC[C@@]([H])(N1)[C@]([H])(C2)C1=CC=C(Cl)N=C1
Drug:2266 NC(=N)NOCCCOC1=CC(Cl)=CC(=C1)C(=O)N(CC=C)C1CCCC1
Drug:2267 OC1=CC2=C(OC(=N2)C2=CC=C(O)C(F)=C2)C(C=C)=C1
Drug:2268 OC(=O)C1=CC(=CC=C1O)\N=N\C1=CC=C(C=C1)S(=O)(=O)NC1=NC=CC=C1
Drug:2269 [H][C@@]12CC[C@@](O)(C#C)[C@@]1(CC)CC[C@]1([H])[C@@]3([H])CCC(C=C3CC[C@@]21[H])=NO
Drug:2270 [H][C@@]1(C)CN(C(=O)[C@@](C)(O)C(F)(F)F)[C@@]([H])(C)CN1C(=O)C1=CC=C(C=C1)C#N
Drug:2271 CC1=NC(=NN1C1=CC(Cl)=CC(Cl)=C1)C(O)=O
Drug:2272 [H][C@@]12CC[C@@](O)(C#C)[C@@]1(CC)CC(=C)[C@]1([H])[C@@]3([H])CCC(=O)C=C3CC[C@@]21[H]
Drug:2273 COC1=CC=C(C=C1)N1N=C(C(N)=O)C2=C1C(=O)N(CC2)C1=CC=C(C=C1)N1CCCCC1=O
Drug:2274 CC(=O)N[C@@H](CS)C(O)=O
Drug:2275 [H]N(C(C)=O)[C@]([H])(CC1=C2C=CC=CC2=CC=C1)[B-](O)(O)O
Drug:2276 NC(=N)C1=CC=C2C=C(C=CC2=C1)C(=O)NC1=CC=CC=C1
Drug:2277 OCCCCCCCCCCCC(O)=O
Drug:2278 [H][C@](N)(CCC(O)=N[C@@]([H])(CS(=O)(=O)CCOP(=O)(N(CCCl)CCCl)N(CCCl)CCCl)C(O)=N[C@@]([H])(C(O)=O)C1=CC=CC=C1)C(O)=O
Drug:2279 CC[Hg]SC1=CC=CC=C1C(O)=O
Drug:2280 [H][C@]1(COP(O)(=O)OP(O)(=O)OC[C@@]2([H])O[C@@]([H])([N+]3=CC=CC(=C3)C([S-])=N)[C@]([H])(O)[C@]2([H])O)O[C@@]([H])(N2C=NC3=C(N)N=CN=C23)[C@]([H])(OP(O)(O)=O)[C@]1([H])O
Drug:2281 [H][C@]1(O)C[C@@]2([H])\C=C\CCC[C@]([H])(C)OC(=O)\C=C\[C@@]([H])(O)[C@]2([H])C1
Drug:2282 [H][C@@](C(=O)OC)(C1=CC=CC=C1)[C@@]1([H])CCCCN1
Drug:2283 [H][C@@]1(N(CCCSC1(C)C)S(=O)(=O)C1=CC=C(OC)C=C1)C(=O)NO
Drug:2284 OC(=O)C(=O)CC([O-])=O
Drug:2285 FC1=C2C(=O)NC(=O)N(CCCCN3CCC(=CC3)C3=CC=CC=C3)C2=CC=C1
Drug:2286 [H][C@](O)(C([O-])=NCCC([O-])=NCCSC(=O)C[C@@](C)(O)CC([O-])=O)C(C)(C)COP(O)(=O)OP(O)(=O)OC[C@@]1([H])O[C@@]([H])(N2C=NC3=C(N)N=CN=C23)[C@]([H])(O)[C@]1([H])OP([O-])([O-])=O
Drug:2287 [H][C@](C)(CC)[C@]([H])(NC(=O)[C@@]1([H])O[C@]1([H])C(=O)NCC1=CC=CC=C1)C(=O)N1CCC[C@@]1([H])C(O)=O
Drug:2288 CN1[C@H]2C[C@@H](C[C@@H]1[C@H]1O[C@@H]21)OC(=O)[C@H](CO)C1=CC=CC=C1
Drug:2289 C(C)(C)C[C@H](C(=O)N[C@H](CCC1=CC=CC=C1)\C=C\S(=O)(=O)C1=CC=CC=C1)NC(=O)N1CCOCC1
Drug:2290 [H][C@]12SC(C)(C)[C@@H](N1C(=O)[C@H]2NC(=O)C1=C(C)ON=C1C1=CC=CC=C1)C(O)=O
Drug:2291 CSC1=NN=C(N1)C1=CC=C(Cl)C=C1
Drug:2292 OC(=O)C1=C(O)C(I)=CC(I)=C1
Drug:2293 CCN(CC)CC#CCOC(=O)C(O)(C1CCCCC1)C1=CC=CC=C1
Drug:2294 CCN[C@@H](C)CC1=CC=CC(=C1)C(F)(F)F
Drug:2295 NC(=N)C1=CC2=C(C=C1)N=C(N2)C1=CC(CC[NH3+])=CC(=C1O)C1=CC=CC=C1
Drug:2296 [H][C@]1(CNCCC[C@@]1([H])OC(=O)C1=CC=C(O)C=C1)NC(=O)C1=CC=C(O)C=C1
Drug:2297 CN1CCN(CC1)C(=O)OC1N(C(=O)C2=NC=CN=C12)C1=NC=C(Cl)C=C1
Drug:2298 [H][C@]1(N)CN(CC[C@]1([H])C1=CC(F)=C(F)C=C1F)C1=NC=NC(=C1)C1=CC=CC(=C1)S(C)(=O)=O
Drug:2299 CC(C)C[C@H](N)P(O)(O)=O
Drug:2300 O\N=C(/N)N1CCC(CC1)CNC(=O)[C@@H]1CC[C@H]2CN(CC(=O)N12)S(=O)(=O)CC1=CC=CC=C1
Drug:2301 [H][C@]1(CO)OC[C@]([H])(O1)N1C=CC(=N)N=C1O
Drug:2302 O=C(N1CCOCC1)C1=CC2=NON=C2C=C1
Drug:2303 NCC(N)=O
Drug:2304 CNC(C)C1CCC(N)C(OC2C(N)CC(N)C(OC3OCC(C)(O)C(NC)C3O)C2O)O1
Drug:2305 ClC1=CC=C(COC(CN2C=CN=C2)C2=C(Cl)C=C(Cl)C=C2)C=C1
Drug:2306 [H][C@](O)(CCCCC)\C=C\[C@@]1([H])C(=O)C[C@]([H])(O)[C@]1([H])C\C=C/CCCC(O)=O
Drug:2307 CCN1CC(CCN2CCOCC2)C(C1=O)(C1=CC=CC=C1)C1=CC=CC=C1
Drug:2308 [H][C@@]1(O)CCN2C(=O)N(C(=O)[C@]12[H])C1=C(C)C(Cl)=C(C=C1)C#N
Drug:2309 NC(=N)NOCCNC(=O)CC1=C(Cl)C=CC(NCC(F)(F)C2=CC=CC=C2)=C1F
Drug:2310 [H][C@@]1(C)CC(O)=NN=C1C1=CC=C(NC2=C(CC3=CC(I)=CC=C3)C(=O)CCC2)C=C1
Drug:2311 CCOC(=O)C(C)(C)OC1=CC=C(Cl)C=C1
Drug:2312 [H][C@](C)(N=C(O)CCCP(O)(=O)OC1=CC=C(C=C1)N(=O)=O)C(O)=O
Drug:2313 CNC(=O)C1=NC=CC(OC2=CC3=C(C=C2)N=C(NC2=CC(=C(Cl)C=C2)C(F)(F)F)N3)=C1
Drug:2314 NC(=N)NC(=O)CN1C(=CC=C1C1=CC=CC=C1)C1=CC=CC=C1
Drug:2315 CN(C)S(=O)(=O)C1=CC2=C(SC3=CC=CC=C3\C2=C\CCN2CCN(C)CC2)C=C1
Drug:2316 CC(N)COC1=C(C)C=CC=C1C
Drug:2317 NCCCC[C@@H]1NC(=O)[C@@H](CC2=CNC3=C2C=CC=C3)NC(=O)[C@@H](NC(=O)[C@@H]2C[C@H](CN2C(=O)[C@H](CC2=CC=CC=C2)NC(=O)[C@H](CC2=CC=C(OCC3=CC=CC=C3)C=C2)NC1=O)OC(=O)NCCN)C1=CC=CC=C1
Drug:2318 CN(C)CCC1=CNC2=C1C=C(CN1C=NC=N1)C=C2
Drug:2319 [H][C@](C)(COC1=CC=C(C=C1)[C@]1([H])OC2=C(S[C@]1([H])C1=CC=C(O)C=C1)C=C(O)C=C2)N1CCCC1
Drug:2320 [H][C@]1(C)CN(CCN1)C1=CC=C2N=C(NC3=C(C)C=CC=C3Cl)C3=CN=CN3C2=C1
Drug:2321 CC1=CC=C(C=C1)S(=O)(=O)NC(=O)NN1CCCCCC1
Drug:2322 COC1=C(O)C=CC(CNC(=O)CCCC\C=C\C(C)C)=C1
Drug:2323 [H][C@@](N)(C(F)=C1CCCC1)[C@]([H])(CC1CC1)C1=NC(=NO1)C1=CC=C(C=C1Cl)S(C)(=O)=O
Drug:2324 N[C@@H](CCCNC(=N)N[N+]([O-])=O)C(O)=O
Drug:2325 NCCO.CCCCCCCC\C=C/CCCCCCCC(O)=O
Drug:2326 CN1C(=O)OC(C)(C)C1=O
Drug:2327 [H][C@]1(O)O[C@@]([H])(C(O)=O)[C@]([H])(O)[C@]([H])(O)[C@@]1([H])OS(O)(=O)=O
Drug:2328 [H][C@]12C[C@@H](OC(=O)C=CC3=CC(OC)=C(OC)C(OC)=C3)[C@H](OC)[C@@H](C(=O)OC)[C@@]1([H])C[C@@]1([H])N(CCC3=C1NC1=C3C=CC(OC)=C1)C2
Drug:2329 CCCCCC\C=C/CCCCCCCCCC(O)=O
Drug:2330 COCCOC1=NC(N)=NC(C)=C1
Drug:2331 BrC1=C2N=C(C=C(NCC3=CC=CN=C3)N2N=C1)C1=CC=CC=C1
Drug:2332 OC(=O)CCCC1=CNC2=C1C=CC=C2
Drug:2333 N[C@@H](CCCNC(=N)N[N+]([O-])=O)C(=O)N[C@H]1CN[C@@H](C1)C(N)=O
Drug:2334 C[C@H]1[C@H]2CC3=CC=C(O)C=C3[C@]1(C)CCN2CC=C(C)C
Drug:2335 NC(=N)C1=CC=C(CN2CCN(CC2=O)S(=O)(=O)C2=CC3=C(S2)C=C(Cl)C=C3)C=C1
Drug:2336 [H][C@]1(CO)O[C@@]([H])(N2C=CC(O)=NC2=O)[C@]([H])(OP(O)(=O)OC[C@@]2([H])O[C@@]([H])(N3C=NC4=C3NC(=N)N=C4O)[C@]([H])(O)[C@]2([H])O)[C@]1([H])O
Drug:2337 OCC(CO)NN1C(=O)C2=C3C(NC4=C3C=CC(O)=C4)=C3N([C@@H]4O[C@H](CO)[C@@H](O)[C@H](O)[C@H]4O)C4=C(C=CC(O)=C4)C3=C2C1=O
Drug:2338 COC1=CC2=NC=NC(NC3=CC(SC)=CC=C3)=C2C=C1OC
Drug:2339 CC1=C(CCO)C(=O)OC2=CC(O)=CC=C12
Drug:2340 [H][C@]12C[C@H](N(C(=O)[C@H](C)N[C@@H](CCC)C(=O)OCC)[C@@]1([H])CCCC2)C(O)=O
Drug:2341 OC(=O)COC1=C(SC(=C1Br)C1=CC=CC(NCC2=CC=CC=C2)=C1)C(O)=O
Drug:2342 [H][C@@](CCCO)(C(=O)NO)[C@@]([H])(CC(C)C)C(=O)N[C@@]1([H])CCCCN(CCOC)C1=O
Drug:2343 ONC(=O)CC1(CCOCC1)S(=O)(=O)C1=CC=C(OC2=CC=CC=C2)C=C1
Drug:2344 OC[C@@H](O)CSO
Drug:2345 O\N=C1/CCC2=CC(=CC=C12)C1=CN(N=C1C1=CC=NC=C1)C1CCNCC1
Drug:2346 NS(=O)(=O)C1=CC=C(C=C1)C(=O)NCC1=CC=CC=C1
Drug:2347 CC(C1=C(CCN(C)C)CC2=CC=CC=C12)C1=CC=CC=N1
Drug:2348 CCCCC1=C(NC2=NC=CN=C12)C1=CC=C(O)C=C1
Drug:2349 CCCCC1=NC(Cl)=C(CO)N1CC1=CC=C(C=C1)C1=CC=CC=C1C1=NNN=N1
Drug:2350 NC1=NC(=O)N(C=C1)[C@@H]1O[C@H](COP(O)(=O)OP(O)(=O)OP(O)(O)=O)[C@@H](O)[C@H]1O
Drug:2351 [H]C1(CC#N)C=CC(C=C1)=NC1=NC2=CC=CC=C2C(N=C2NNC(=C2)C2CC2)=N1
Drug:2352 OC=O
Drug:2353 [H]/C1=C([H])/[C@]([H])(OC)[C@@]([H])(OC(O)=N)\C(C)=C([H])\[C@]([H])(C)[C@@]([H])(O)[C@]([H])(C[C@]([H])(C)CC2=C(OC)C(=O)C=C(N=C(O)\C(C)=C\1/[H])C2=O)OC
Drug:2354 [H][C@@](O)(C1=CC=CC2=CC=CC=C12)P(O)(O)=O
Drug:2355 [H][C@](C)(CC)C(=O)O[C@@]1([H])C[C@@]([H])(C)C=C2C=C[C@]([H])(C)[C@]([H])(CC[C@@]3([H])C[C@@]([H])(O)CC(=O)N3CC3=CC4=C(C=C3)C(CO)=C(OC)C=C4)[C@@]12[H]
Drug:2356 [H]N(C)C(=O)[C@H]1CC2=C(CN1C(=O)OC(C)(C)C)C=C(C=C2)N([H])S(O)(=O)=O
Drug:2357 CCC(=O)C(CC(C)N(C)C)(C1=CC=CC=C1)C1=CC=CC=C1
Drug:2358 CC(C)=CCOC1=CC=C(\C=C\C(=O)C2=C(OCC(O)=O)C=C(OCC=C(C)C)C=C2)C=C1
Drug:2359 ClC1=CC=C(NS(=O)(=O)C2=CC=C3CCNCC3=C2)C=C1
Drug:2360 CCCSC1=CC2=C(C=C1)N=C(NC(=O)OC)N2
Drug:2361 [H][C@]1(N)CCCCCCCCCCNC1=O
Drug:2362 CC1=C(O)C(CO)=C(CO)C=N1
Drug:2363 NS(=O)(=O)C1=CC(NC2=NC(NC3=C(Cl)C=CC4=C3OCO4)=CC=N2)=CC=C1
Drug:2364 [H][C@@]12C[C@@H](O)[C@@H](O)[C@@]1(C)CC[C@]1([H])C3=C(CC[C@@]21[H])C=C(O)C=C3
Drug:2365 [H][C@@]12C[C@@H]([C@H](OC(C)=O)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])CC[C@@]2([H])C[C@H](OC(C)=O)[C@H](C[C@]12C)[N+]1(C)CCCCC1)[N+]1(C)CCCCC1
Drug:2366 CSC1=NC2=CC=CC=C2C(=O)N1C1=C(F)C=CC=C1F
Drug:2367 CN(C)C\C=C\C(=O)NC1=CC=C2N=CN=C(NC3=CC(Br)=CC=C3)C2=C1
Drug:2368 O=C1CCCCC2=C3N=C(NC4=CC(N1)=CC=C4)N=C(NC1CC1)N3N=C2
Drug:2369 CN(N=O)C(=O)N[C@H]1[C@@H](O)O[C@H](CO)[C@@H](O)[C@@H]1O
Drug:2370 [H][C@@](CC)(C1=CC(NS(=O)(=O)C2=NC=C(C=C2)C(F)(F)F)=CC=C1)C1=C(O)C[C@@](CCC)(CCC2=CC=CC=C2)OC1=O
Drug:2371 [H][C@]1(CO)O[C@@]([H])(N2C=CC(=N)N=C2O)[C@]([H])(OP(O)(O)=O)[C@]1([H])O
Drug:2372 C[C@@H]1CCN([C@H](C1)C(O)=O)C(=O)[C@H](CCCNC(N)=N)NS(=O)(=O)C1=CC=CC2=C1NCC(C)C2
Drug:2373 O=C1OC2=CC=CC=C2C=C1
Drug:2374 CCC(=O)NS(=O)(=O)C1=CC=C(C=C1)C1=C(C)ON=C1C1=CC=CC=C1
Drug:2375 C[C@@H]1CC(=O)NN=C1C1=CC=C(NN=C(C#N)C#N)C=C1
Drug:2376 [H][C@@]12CC[C@](O)(C(=O)CO)[C@@]1(C)C[C@H](O)[C@@]1(F)[C@@]2([H])CCC2=CC(=O)CC[C@]12C
Drug:2377 NC(=N)NOCCNC(=O)CC1=C(C=CC(NCC(F)(F)C2=NC=CC=C2)=C1F)C#N
Drug:2378 [H][C@]12CC[C@]([H])(C[C@@H](C1)OC(=O)C(O)(C1=CC=CC=C1)C1=CC=CC=C1)[N+]21CCCC1
Drug:2379 [H][C@]1(O)C[C@@]([H])(O[C@]1([H])COP(O)(=O)O[C@@]1([H])C[C@@]([H])(O[C@]1([H])CO)N1C=CC(=N)N=C1O)N1C=NC2=C(N)N=CN=C12
Drug:2380 CCOC1=CC=C(NC(C)=O)C=C1
Drug:2381 CC1=C(C=C)C2=CC3=[N+]4C(=CC5=C(C)C(CCC(O)=O)=C6N5[Fe]44N2C1=CC1=[N+]4C(C(CCC(O)=O)=C1C)=C6C1=CC=CC=C1)C(C=C)=C3C
Drug:2382 CCCCCCC(O)=O
Drug:2383 [H][C@]1(O)[C@]([H])(O)[C@@]([H])(O)[C@@](O)(O[C@]1([H])CO)C(O)=N
Drug:2384 CC1=C(SC(=N1)C1=CC=C(C=C1)C(F)(F)F)C(=O)NCC1=CC=C(OC(C)(C)C(O)=O)C=C1
Drug:2385 OC(=O)CCCCO\N=C(\C1=CN=CC=C1)C1=CC(=CC=C1)C(F)(F)F
Drug:2386 CCOCCN1C(=NC2=CC=CC=C12)N1CCCN(C)CC1
Drug:2387 CCC1=C(C(N)=NC(N)=N1)C1=CC=C2OC(C)(C)C(=O)N(CCCOC)C2=C1
Drug:2388 COC1=CC=CC=C1OCC(O)CN1CCN(CC(=O)NC2=C(C)C=CC=C2C)CC1
Drug:2389 N#CC1=CC=C(C=C1)C(N1C=NC=N1)C1=CC=C(C=C1)C#N
Drug:2390 OC1=CC(O)=C2C(CC(=O)CCCC\C=C\CCOC2=O)=C1Cl
Drug:2391 NCCS
Drug:2392 CC(CN1C2=CC=CC=C2SC2=CC=CC=C12)N(C)C
Drug:2393 COC1=C(OC)C=C(C=C1)C1=NN(C2CCC2)C2=NC=NC(N)=C12
Drug:2394 OC(=O)C1=CC=CC=C1C1C2=CC=C(O)C=C2OC2=C1C=CC(O)=C2
Drug:2395 C[C@](O)(CS(=O)(=O)C1=CC=C(F)C=C1)C(=O)NC1=CC(=C(C=C1)C#N)C(F)(F)F
Drug:2396 C[C@@H](OP(O)(O)=O)C(O)=O
Drug:2397 CN(C)C1=CCC2=C(C3=CC=C(C=C3OC2=C1)N(C)C)C1=CC=C(C=C1C(O)=O)N1C(=O)C=CC1=O
Drug:2398 CCO[C@@H]1OC(=O)C[C@@H]1NC(=O)[C@@H]1CCCN2N1C(=O)[C@H](CCC2=O)NC(=O)C1=NC=CC2=CC=CC=C12
Drug:2399 CCOC(=O)CO\N=C(\C1=CC=CC=N1)C1(CC1)C1=CC=C2N(C)C(CNC3=CC=C(C=C3)C(N)=N)=NC2=C1
Drug:2400 [H][C@@](O)(CC1=CC=C(O)C=C1)C(O)=N[C@@]([H])(C(=O)N1[C@@]([H])(C[C@]2([H])CC[C@]([H])(C[C@]12[H])OS(O)(=O)=O)C(O)=NCCCCNC(N)=N)[C@]([H])(C)CC
Drug:2401 O=N(=O)C1=CC=CC2=CNN=C12
Drug:2402 CCOP(=O)(OCC)SCC[N+](C)(C)C
Drug:2403 CC1=CN([C@H]2C[C@H](O)[C@@H](COP(O)(O)=O)O2)C(=O)NC1=O
Drug:2404 [H][C@@](CCCC)(NC(=O)OC1(CC2=CC=CC=C2)CCCC1)C=O
Drug:2405 O=C1CCC2=C(N1)C=CC(OCCCCC1=NN=NN1C1CCCCC1)=C2
Drug:2406 [H][C@]1(O[C@](O)(C[C@H](O)[C@H]1NC(C)=O)C(O)=O)[C@H](O)[C@H](O)CO
Drug:2407 [H][C@]1(O)CC[C@@]2([H])[C@]3([H])CC[C@]4([H])CC(=O)CC[C@]4(C)[C@@]3([H])CC[C@]12C
Drug:2408 NNC(=O)C1=C(C2=C(N1)C=CC(=C2)S(N)(=O)=O)C1=CC=CC=C1
Drug:2409 [H][C@@](C)(O)[C@]([H])(CC)N1N=CN(C1=O)C1=CC=C(C=C1)N1CCN(CC1)C1=CC=C(OC[C@]2([H])CO[C@](CN3C=NC=N3)(C2)C2=C(F)C=C(F)C=C2)C=C1
Drug:2410 N=C1NC(=O)\C(S1)=C/C1=CC=CC=N1
Drug:2411 [H][C@]1(COP(O)(=O)OP(O)(=O)OP(O)(O)=S)O[C@@]([H])(N2C=NC3=C2NC(=N)N=C3O)[C@]([H])(O)[C@]1([H])O
Drug:2412 CC1(C)NC(=O)N(C1=O)C1=CC(=C(C=C1)[N+]([O-])=O)C(F)(F)F
Drug:2413 FC(F)(F)OC1=CC=C(NC(=O)C2=C(NCC3=CC=NC4=CC=CC=C34)C=CS2)C=C1
Drug:2414 CCCCP(O)(=O)CCCN
Drug:2415 NC1=NC2=C(N=C(CN3C4=CC=CC=C4C=CC4=CC=CC=C34)C=N2)C(N)=N1
Drug:2416 [H][C@@]12CC[C@H](O)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])CC[C@@]2([H])CC(=O)CC[C@]12C
Drug:2417 C[C@@H](C1=NC=NC=C1F)[C@](O)(CN1C=NC=N1)C1=C(F)C=C(F)C=C1
Drug:2418 CC1=NNC=C1C1=CC=C(CCN)C=C1
Drug:2419 [H][C@@]12CC[C@](C)(O)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])[C@@H](C)CC2=CC(=O)CC[C@]12C
Drug:2420 CS(O)(=O)=O.NC1=C2N=CN(CCOC[P@@]3(=O)OCC[C@H](O3)C3=CC(Cl)=CC=C3)C2=NC=N1
Drug:2421 CN(C)C1=C2C=CC=C(C2=CC=C1)S(O)(=O)=O
Drug:2422 [H][C@@](CN)(C1=CC=CC=C1)C1=CC=C(Cl)C=C1
Drug:2423 CN1CCN(CCCN2C3=CC=CC=C3SC3=C2C=C(Cl)C=C3)CC1
Drug:2424 COC1=CC(\C=C\C(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)CO[P@@](=O)(O)O[P@](O)(=O)OC[C@H]2O[C@H]([C@H](O)[C@@H]2OP(O)(O)=O)N2C=NC3=C(N)N=CN=C23)=CC(O)=C1O
Drug:2425 [H][C@](CS(C)(=O)=O)(N1C(=O)C2=C(C1=O)C(=CC=C2)N=C(C)O)C1=CC(OCC)=C(OC)C=C1
Drug:2426 [H][C@@](C)(CC)NC1=NC=C(S1)C(=O)NC1=C(C)C=CC(=C1)C(=O)NC
Drug:2427 [H][C@@]12C[C@@H](Br)C(=O)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])CC[C@@]2([H])C[C@@H](O)CC[C@]12C
Drug:2428 [H][C@](N)(CCC1=CC=CC=C1)C(C)=O
Drug:2429 Br.Br.Br.Br.Br.Br.Br.Br.Br.Br.Br.[Br-].[Ta].[Ta].[Ta].[Ta].[Ta].[Ta+]
Drug:2430 C[C@@H](O)[C@H](NC(=O)[C@@H](C)[C@H](O)[C@@H](C)NC(=O)[C@@H](NC(=O)C1=C(C)C(N)=NC(=N1)[C@H](CC(N)=O)NC[C@H](N)C(N)=O)[C@@H](OC1OC(CO)C(O)C(O)C1OC1OC(CO)C(O)C(OC(N)=O)C1O)C1=CN=CN1)C(=O)NCCC1=NC(=CS1)C1=NC(=CS1)C(=O)NCCC[S+](C)C
Drug:2431 OC1=CC=C(C=C1)C1=CC2=C(O1)C(=CC(O)=C2)C#N
Drug:2432 [H][C@]12NC(=O)C(=O)N1[C@]([H])(CO)[C@@]([H])(O)[C@]([H])(O)[C@]2([H])O
Drug:2433 CCCS(=O)(=O)N[C@H]([C@H](C)O)C(=O)N[C@@H](CCSC)C(=O)NCC1=CC=C(C=C1)C(N)=N
Drug:2434 CCS\C(N)=N\C1=CC=C(C=C1)C(F)(F)F
Drug:2435 OC[C@H]1O[C@]2(NC(=O)NC2=O)[C@H](O)[C@@H](O)[C@@H]1O
Drug:2436 NC1=NC(=O)N(C=C1)[C@@H]1CS[C@H](CO)O1
Drug:2437 NS(=O)(=O)C1=CC=C(C=C1C(F)(F)F)C1=CC=C(O1)\C=C1/SC(=N)NC1=O
Drug:2438 [H]N(C1=CC=C(OC[C@H](O)CN(C)C)C=C1)C1=NC=CC(=N1)N([H])C1=C(Cl)C=CC(Cl)=C1
Drug:2439 C1CC1NC1=NC(=CC=N1)C1=C2C=CC=NN2N=C1
Drug:2440 [H][C@]1(COP(O)(=O)OP(O)(=O)OCCCCCCN)O[C@@]([H])(N2C=CC(O)=NC2=O)[C@]([H])(O)[C@]1([H])O
Drug:2441 CCCCCN(CCCOC)C(=O)[C@@H](CCC(O)=O)NC(=O)C1=CC(Cl)=C(Cl)C=C1
Drug:2442 OC(=O)C1=CC=CC2=C1NC(=C2C1=CC=CC=C1)C1=CC=CC=C1
Drug:2443 NCC(=O)CCC(O)=O
Drug:2444 CCCC1=C(OCCCOC2=CC=C(OCC(O)=O)C=C2)C=CC(C(C)=O)=C1O
Drug:2445 N[C@@H](CCCC[NH3+])C(N)=O
Drug:2446 CCC1=NN(CCCN2CCN(CC2)C2=CC(Cl)=CC=C2)C(=O)N1CCOC1=CC=CC=C1
Drug:2447 CCSC1=CC2=C(SC3=CC=CC=C3N2CCCN2CCN(C)CC2)C=C1
Drug:2448 [H][C@@](CCCC)(NC(=O)OCC1(CC2=CC=C(F)C=C2)CCC1)C(=O)C(=O)NC1=CC=NN1
Drug:2449 [H][C@]12CC3=C(NC4=CC=CC=C34)[C@H](N1C(=O)CN(C)C2=O)C1=CC2=C(OCO2)C=C1
Drug:2450 N[C@H](CO)CC1CCCCC1
Drug:2451 ClC1=CC=C(COCCNCCNS(=O)(=O)C2=CC=CC3=CN=CC=C23)C=C1
Drug:2452 CC1=CC(=NO1)C(=O)NNCC1=CC=CC=C1
Drug:2453 NC1=NC(=O)N(C[C@@H](CO)OCP(O)(O)=O)C=C1
Drug:2454 [H][C@]12O[C@]([H])(C(=C1C1=CC=C(O)C=C1)C1=CC=C(O)C=C1)[C@]([H])(C(=O)OCC)[C@]2([H])C(=O)OCC
Drug:2455 [H][C@@]12C[C@@]3([H])C(C(=O)C4=C(O)C=CC=C4[C@@]3(C)O)=C(O)[C@]1(O)C(=O)C(C(=O)NCN1CCCC1)=C(O)[C@H]2N(C)C
Drug:2456 [H][C@@](CC1=CC=CC=C1)(NC(=O)[C@]([H])(CC(C)C)NC(C)=O)C=O
Drug:2457 [H][C@@]1(F)C[C@]([H])(CC(=C1)C(=O)NC1=CC=C(Cl)C(COC2=CN=CC=C2)=C1)N1CCOCC1
Drug:2458 [H][C@@](N)(CC1=CC=CC=C1)C(=O)N1CCC[C@@]1([H])C(=O)N[C@@]([H])(CC1=CC(=CC=C1)C#N)B(O)O
Drug:2459 ClC1=CC=C2CCCNCC2=C1Cl
Drug:2460 [H][C@@](O)(CO)CNC1=CC=CC(=C1)C1=C(C(=O)NC1=O)C1=CN(C)C2=CC=C(F)C=C12
Drug:2461 CC(=O)NCCC1=CN=CN1
Drug:2462 [H][C@](O)(C(O)=O)[C@@]([H])(O)C(O)=NCCC
